,Job Title,Salary Estimate,Job Description,Rating,Company Name,Location,Size,Founded,Type of ownership,Industry,Sector,Revenue
349,Data Engineer,$56K - $130K (Glassdoor est.),"Data Engineer
Job ID: 1559
Job Category: Information Technology
Employment Type: Full-Time
Relocation Available: Yes
Location: Omaha, NE
Team: Database
Salary Range: $104,440 - $161,880
Grade Level: 25D
Incentive/Bonus Opportunities Available
Closing Date: May 16, 2022",4.1,"Farm Credit Services of America
4.1","Omaha, NE",-1,-1,-1,-1,-1,-1
350,Data Engineer,$56K - $130K (Glassdoor est.),"Job Description
General Description
The Data Collaborative for Justice (DCJ):
The Data Collaborative for Justice is a research organization launched at John Jay College of Criminal Justice in 2013. The DCJ has partnered with state and local agencies in New York to publish reports on various criminal justice topics, and expanded portfolio of analyses, evaluation, and partnerships around the nation. The DCJ also provides technical assistance to the Mayor’s Office of Criminal Justice of New York City to process administrative data for criminal justice research, including data analysis, data engineering and data product development. This position is for the technical assistance project.
The DCJ operates under the Research Foundation City University of New York (RF).",4.0,"Research Foundation of The City University of New York
4.0","New York, NY",-1,-1,-1,-1,-1,-1
351,Part-Time Student-Data Analytics-Remote,$56K - $130K (Glassdoor est.),"At John Deere, we run so life can leap forward. This powerful purpose is our promise to humankind that we will dream, design and deliver breakthrough products that sustain our world for generations to come. The world is counting on us to feed billions of people and build vital infrastructures in villages, towns, and megacities. We live up to the legacy our founder forged in a one-room blacksmith's shop nearly two centuries ago by creating a culture that brings out the best in all of us. A culture where great ideas thrive because every voice is heard.

Primary Location: United States (US) - Texas - Austin
Function: Data Science & Analytics
Title: Part-Time Student-Data Analytics-Remote - 85026
Onsite/Remote: Remote Position

The Part-Time Student Program is primarily designed to augment the Company’s regular full-time staff and is for students who work in parallel to their school schedule year-round.",4.1,"John Deere
4.1","Austin, TX",-1,-1,-1,-1,-1,-1
352,AWS Data Engineer,$56K - $130K (Glassdoor est.),"As an experienced member of our Software Engineering Group, we look first and foremost for people who are passionate around solving business problems through innovation and engineering practices. You'll be required to apply your depth of knowledge and expertise to all aspects of the software development lifecycle, as well as partner continuously with your many stakeholders on a daily basis to stay focused on common goals. We embrace a culture of experimentation and constantly strive for improvement and learning. You'll work in a collaborative, trusting, thought-provoking environment-one that encourages diversity of thought and creative solutions that are in the best interests of our customers globally.

This role requires a wide variety of strengths and capabilities, including:
BS degree in Computer Science or equivalent experience
Expertise in application, data, and infrastructure architecture disciplines
Advanced knowledge of architecture and design across all systems

Technical skills:",3.7,"JPMorgan Chase Bank, N.A.
3.7","Wilmington, DE",-1,-1,-1,-1,-1,-1
353,Junior Data Engineer,$56K - $130K (Glassdoor est.),"Wheelhouse DMG develops and executes digital strategies that deliver exceptional business performance. Our work and our clients are varied but everything we do and every client we work with is focused on the same thing – creating business value. We do this by working in close partnership with our clients to gain a deep understanding of their businesses and then use data science, our team's deep expertise and our own technology to surface and deliver on the most valuable opportunities for our clients – whatever they may be.
We're known for an unusual combination of marketing savvy and technical expertise that produces compelling ROI for our clients. But we're equally known for a few things we also consider sacrosanct – and perhaps even more foundational to our success:
The transparency and helpful spirit with which we do our work
The way in which we quickly become full partners in client marketing initiatives
The care and thoughtfulness that we show our clients",4.8,"Wheelhouse DMG
4.8","Seattle, WA",-1,-1,-1,-1,-1,-1
354,"Data Engineer, Product Analytics",$56K - $130K (Glassdoor est.),"About Carvana
If you like disrupting the norm and are looking for a company revolutionizing an industry then you will LOVE what Carvana has done for the car buying experience. Buying a car the old fashioned way sucks and we are working hard to make it NOT suck. At Carvana, our customers can hop online to...
Search and browse our inventory of over 20,000 vehicles that we own and certify.
Narrow down search results using highly intelligent filtering tools/components.
View vehicle details, Carfax reports, and 360 rotating studio images for every vehicle.
Secure financing in minutes using Carvana's in-house service or their own bank.
Interact with GUI components to easily customize loan length, down payment, and monthly payment.",3.4,"Carvana
3.4","Phoenix, AZ",-1,-1,-1,-1,-1,-1
355,"Bloomberg Data Engineer, DataSF (1043)",$56K - $130K (Glassdoor est.),"Company Description

The Mayor’s Office of Innovation is a new team working on Mayoral-directed strategic priorities, emphasizing data analysis, human-centered design thinking, cross-departmental coordination, and public-private partnerships to ensure outcomes-based policy making.
The Innovation Team is focused on improving service delivery and city performance across the City through replicable, strategic projects in key policy areas like small business recovery, housing, and homelessness and mental health services.
Priority initiatives include: a customer journey and data insight project to demonstrate how City dollars are funding better outcomes through our non-profit partners:;
The City grants millions of dollars to non-profit organizations to address homelessness but has no way of demonstrating the outcomes of grants across all departments.",3.8,"City and County of San Francisco
3.8","San Francisco, CA",-1,-1,-1,-1,-1,-1
356,Data Engineer,$56K - $130K (Glassdoor est.),"Why Glassdoor?
Our mission is to help people everywhere find a job and company they love. In the process, we're transforming the workplace experience through the power of transparency and further cementing ourselves as the worldwide leader in employer branding and insights. By choosing a career at Glassdoor, you'll be directly contributing toward our vision for a world where transparency empowers the workforce and motivates companies to become better employers.
Please note: This role may be open to remote hiring. Our office locations are in San Francisco, CA; Chicago, IL; Uniontown, OH; London, UK; and Dublin, Ireland.
We are looking for a dedicated Data Engineer to join our growing Data Engineering team. The ideal candidate has experience in building scalable data pipelines that enable decision making, analytics, data science and data products. You must have strong, hands-on technical expertise in big data technologies and the ability to adapt to emerging technologies and fashion robust, scalable solutions.",4.1,"Glassdoor
4.1",,-1,-1,-1,-1,-1,-1
357,Data Engineer I.,$56K - $130K (Glassdoor est.),"The Data Engineer I is responsible for the installation, testing, maintenance, and development of scalable data-management systems. The Data Engineer I is responsible for the execution and monitoring of Extract, Transform, Load (ETL) operations. Additional responsibilities of the position include conducting data analysis, data integrity, and quality assurance testing; creating reports and dashboards for data consumption by the user community; assisting the Data Architect Team with evaluating data-management technologies, and performs other related tasks as assigned. Required Knowledge, Skills, and Abilities
Excellent oral and written communication skills.
Excellent analytical and problem solving skills.
Ability to effectively identify and troubleshoot issues, as well as provide viable solutions and/or recommendations.
Highly proficient data analysis and data management skills.
Required Education and/or Experience


Preferred Qualifications",4.1,"Tulane University
4.1","New Orleans, LA",-1,-1,-1,-1,-1,-1
358,Data Engineer- Remote,$56K - $130K (Glassdoor est.),"Westat is an employee-owned corporation providing research services to agencies of the U.S. Government, as well as businesses, foundations, and state and local governments. Westat's research, technical, and administrative staff of more than 2,000 is located at our headquarters in Rockville, Maryland, near Washington, DC.
Job Summary:
We are seeking a Data Engineer to be part of our DataOps team that includes solution architects, software engineers, data management specialists and data scientists. You will contribute to the design of scalable data solutions including the development of automated and batch ETL data pipelines to ingest and validate data to a modern data repository system.

Job Responsibilities:
Develop and manage high performing, flexible data pipelines and data processes.







Westat offers a well-rounded and comprehensive benefits program focused on wellness and work/life balance. Eligible employees may participate in:",3.7,"WESTAT
3.7","Rockville, MD",-1,-1,-1,-1,-1,-1
359,Data Analytics Engineer,$56K - $130K (Glassdoor est.),"Data Analytics Engineer
Online education is no longer a novel or niche idea. It is the fastest-growing segment in higher education, accounting for 20% of all enrollees and 35% of graduate-level certificates and degrees. It's also getting increasingly competitive, as more and better programs are launched each semester. Universities need to go online quickly, economically, and elegantly, creating programs that students can't wait to tell their friends about and that their professors want to teach.
Noodle helps universities bring programs online with flexibility, transparency, alignment, efficiency, and joy. That's why more top universities chose us last year than all other online program managers combined. We are a passionate team of technologists, educators, and experts. Online learning has the potential to transform higher education; if you’re interested in being part of that journey, keep reading!
About the Role:",3.5,"Noodle
3.5","Dallas, TX",-1,-1,-1,-1,-1,-1
360,Data Engineer,$64K - $129K (Glassdoor est.),"Position: Data Engineer
Location: Thousand Oaks, CA (Remote Position Till Covid)
Duration: 11 + Months

Job Description:
Proven proficiency with scripting languages such as Python, Ruby, and JavaScript, and build tools such as Jenkins, Maven, Ant, Gradle or Ivy
Experience with Spark, Hive, Kafka, Kinesis, Spark Streaming, and Airflow, Azure DataBricks.",3.9,"Synaptein Solutions
3.9","Thousand Oaks, CA",-1,-1,-1,-1,-1,-1
361,Data Engineer (Entry) - Data & Analytics - IT - Corp - US,$64K - $129K (Glassdoor est.),"Enter data in a systematic way into a database platform (e.g., Tableau, Excel, etc.) that allows raw data to be translated into information and insight.
Review software requirements (e.g., lab information software) and evaluate test scenarios.
Conducting and executing software testing/usability testing per the set standards and procedures.
Analyzing test results on database impacts, errors or bugs, and usability.
Prepare reports on all aspects related to the software testing and report to the team.

Requirements
Bachelor's degree with 0-2 years experience in database management and software testing
Knowledge of data visualization software e.g., Tableau",4.1,"Bayer
4.1","Chesterfield, MO",-1,-1,-1,-1,-1,-1
362,Data Engineer-EHS,$64K - $129K (Glassdoor est.),"The Data Engineer is responsible for processing structured and unstructured data, validating data quality, and developing and supporting data products. We are looking for someone with strong hands on experience in all layers of data Integration and analytics ! We especially need experience in using Python as an ETL tool. The Data Engineer plays a significant role in Agile planning, providing advice and guidance, and monitoring emerging technologies.

Technology We Use:
Python
Informatica
SQL Server and MySQL",3.7,"Tesla
3.7","Fremont, CA",-1,-1,-1,-1,-1,-1
363,Associate/ Reliability Engineer/Data Scientist,$64K - $129K (Glassdoor est.),"Requisition ID: R10040674
Category: Engineering
Location: Corinne, Utah, United States of America
Citizenship Required: United States Citizenship
Clearance Type: None
Telecommute: Yes-May consider hybrid teleworking for this position
Shift: 1st Shift (United States of America)
Travel Required: Yes, 10% of the Time
Positions Available: 1

At Northrop Grumman, our employees have incredible opportunities to work on revolutionary systems that impact people's lives around the world today, and for generations to come. Our pioneering and inventive spirit has enabled us to be at the forefront of many technological advancements in our nation's history - from the first flight across the Atlantic Ocean, to stealth bombers, to landing on the moon. We look for people who have bold new ideas, courage and a pioneering spirit to join forces to invent the future, and have fun along the way. Our culture thrives on intellectual curiosity, cognitive diversity and bringing your whole self to work — and we have an insatiable drive to do what others think is impossible. Our employees are not only part of history, they're making history.",4.0,"Northrop Grumman
4.0","Corinne, UT",-1,-1,-1,-1,-1,-1
364,"Data Scientist, I",$64K - $129K (Glassdoor est.),"Abbott is a global healthcare leader that helps people live more fully at all stages of life. Our portfolio of life-changing technologies spans the spectrum of healthcare, with leading businesses and products in diagnostics, medical devices, nutritionals and branded generic medicines. Our 113,000 colleagues serve people in more than 160 countries.
A healthy heart is essential to good health. That's why we're committed to advancing treatments for people with cardiovascular disease. As a global leader in Cardiac Rhythm Technologies, our breakthrough medical technologies help restore people's health so they can get back to living their best lives, faster. We focus on innovative technologies that can improve the way doctors treat people with heart arrhythmias, or irregular heartbeats.
“We are seeking an experienced, high caliber Data Scientist, I for our Sylmar, CA .
Responsible for ensuring the requirements for Device/Combination Products through the execution of Abbott standard operating procedure and Product Lifecycle Management.",3.9,"Abbott Laboratories
3.9","Sylmar, CA",-1,-1,-1,-1,-1,-1
365,Data Products Engineer,$64K - $129K (Glassdoor est.),"An analytical builder creating and optimizing data solutions.
WHO WE ARE
Biofire Technologies is on a mission to give gun owners better tools for reducing preventable gun injuries and deaths, especially among children. We believe our technology, combined with a best-in-class customer experience, will define the future of firearms safety for the next generation. Our mission-driven approach has earned support from the firearm community, the tech world, and the media.
Biofire employees are world-class engineers who have designed and tested firearms, medical devices, robots, cars, satellites, rockets, and supersonic jets. What unites our team is our commitment to safety and reliability that we bring to our work every day.",3.5,"Biofire
3.5","Broomfield, CO",-1,-1,-1,-1,-1,-1
366,Data Engineers,$64K - $129K (Glassdoor est.),"Job: Data Engineers / Interns – Entry level
Positions: Multiple
Preferable Locations: Scottsdale AZ, Naperville, IL
We are looking for talented individuals to become part of our growing business and grow with us. The right person should have the interest to learn new tools and adapt to fast paced environment. Experience/knowledge on databases, data management, data integration, Big Data, Data warehouse, reporting, and data analytics is preferable.
The role and compensation will depend upon any prior experience and exposure to technology areas and demonstrated education.",-1,Artha Solution,"Scottsdale, AZ",-1,-1,-1,-1,-1,-1
367,Data Analytics Engineer,$64K - $129K (Glassdoor est.),"As an Analytics Engineer, you will be responsible for partnering with teams around the business to explore, model, and analyze various data projects.
Our team is focused on crafting an experience that makes the complex process of financing a renovation accessible and easy to understand. On a given day, we might be working on the interfaces that will help homeowners navigate the process of funding their renovation or the systems that enable our lending partners.
We love dbt at RenoFi. We were early users of dbt and had an extensive dbt project at the core of our analytics strategy. In addition to dbt, we use Looker, Spectacles, and Hightouch.
What you’ll do at RenoFi
Analyze and work with lots of data in dbt and Looker
Creating dashboards for different business users",5.0,"RenoFi
5.0",Remote,-1,-1,-1,-1,-1,-1
368,Data Engineer - DE22-01176,$64K - $129K (Glassdoor est.),"Position: Data Engineer
Location: Remote Role
Duration: 9 Months (Possible Extension)
Responsibilities:
The Team: The Data Platform team in our Company's Animal Health IT (MAHI-IT) designs and implements end to end data solutions to support customer facing applications in animal traceability, monitoring, well-being, and more.
We seek a Data Engineer to help the team setting up, maintaining, optimizing, and scaling data pipelines from multiple sources and across different functional teams in a cloud environment.
Assist in developing best practices for deploying, monitoring, and scaling data pipelines in the cloud
Identify requirements for ingestion, transformation, and storage of data",-1,"Evergreen Technologies, LLC.","Washington, DC",-1,-1,-1,-1,-1,-1
369,Part-Time Student-Data Analytics-Remote,$64K - $129K (Glassdoor est.),"At John Deere, we run so life can leap forward. This powerful purpose is our promise to humankind that we will dream, design and deliver breakthrough products that sustain our world for generations to come. The world is counting on us to feed billions of people and build vital infrastructures in villages, towns, and megacities. We live up to the legacy our founder forged in a one-room blacksmith's shop nearly two centuries ago by creating a culture that brings out the best in all of us. A culture where great ideas thrive because every voice is heard.

Primary Location: United States (US) - Texas - Austin
Function: Data Science & Analytics
Title: Part-Time Student-Data Analytics-Remote - 85026
Onsite/Remote: Remote Position

The Part-Time Student Program is primarily designed to augment the Company’s regular full-time staff and is for students who work in parallel to their school schedule year-round.",4.1,"John Deere
4.1","Austin, TX",-1,-1,-1,-1,-1,-1
370,Data Engineer,$64K - $129K (Glassdoor est.),"Why Glassdoor?
Our mission is to help people everywhere find a job and company they love. In the process, we're transforming the workplace experience through the power of transparency and further cementing ourselves as the worldwide leader in employer branding and insights. By choosing a career at Glassdoor, you'll be directly contributing toward our vision for a world where transparency empowers the workforce and motivates companies to become better employers.
Please note: This role may be open to remote hiring. Our office locations are in San Francisco, CA; Chicago, IL; Uniontown, OH; London, UK; and Dublin, Ireland.
We are looking for a dedicated Data Engineer to join our growing Data Engineering team. The ideal candidate has experience in building scalable data pipelines that enable decision making, analytics, data science and data products. You must have strong, hands-on technical expertise in big data technologies and the ability to adapt to emerging technologies and fashion robust, scalable solutions.",4.1,"Glassdoor
4.1","San Francisco, CA",-1,-1,-1,-1,-1,-1
371,Data Engineer,$64K - $129K (Glassdoor est.),"Replica is an enterprise data platform that delivers critical insights about the built environment. With better data, human-context and an intuitive design, Replica helps public and private sectors make informed, effective, and responsive decisions. By showing how people live, move and work, we contextualize hard choices, allowing our clients to see around corners and understand the trade-offs surrounding their decisions. Whether for a city planner increasing public transit to underserved neighborhoods or for a grocery chain evaluating where to open a new location, Replica's insights lets clients make more informed, people-centered decisions.
We spun out of Alphabet in 2019 and recently secured series B funding from venture firms including Founders Fund, Innovation Endeavors, Sidewalk Labs, Firebrand Ventures, and Revolution's Rise of the Rest Seed Fund. Today, we are a team of 50 employees with offices in Oakland, New York, and Kansas City.
We value our customers, believe in being resourceful, and work in service of each other to scale our product. As we build our team, we are committed to pursuing and bringing together a diverse workforce and creating an environment of inclusion. We value our differences and we encourage all to apply. We are committed to equal opportunity regardless of race, color, ancestry, religion, gender, gender identity, parental or pregnancy status, national origin, sexual orientation, age, citizenship, marital status, disability, Veteran status, or any other status protected by the laws or regulations in the locations where we operate.",5.0,"Replica
5.0","San Francisco, CA",-1,-1,-1,-1,-1,-1
372,Junior Engineer- Data Entry,$64K - $129K (Glassdoor est.),"Date: 15-Apr-2022
Location: Collierville, Tennessee
Company: LTTS
Perform data entry activities using MS office(Word, excel must)

Diploma/ Bachelor’s of Science in Mechanical/industrial engineering",3.5,"LT Technology Services
3.5","Collierville, TN",-1,-1,-1,-1,-1,-1
373,Data Engineer,$64K - $129K (Glassdoor est.),"Smartsheets is looking for a Data Engineer to join our Business Data Platform team. In this role, the qualified candidate will be responsible for driving the design and development of data pipelines and data platform infrastructure components with a focus on reliability, scalability, and maintainability.
This position will report to our Sr Manager of, Business Data Platform and is based at our headquarters in Bellevue, WA.
Job Responsibilities:
Work with dispersed engineering teams and business users to design and build infrastructure to run data pipelines in to our centralized data platform
Contribute to full SDLC; defining, prioritizing, designing, implementing, testing, and deploying new features for our platform",4.3,"Smartsheet
4.3","Bellevue, WA",-1,-1,-1,-1,-1,-1
374,Junior Data Engineer,$64K - $129K (Glassdoor est.),"Job Description
The Coca-Cola Company’s IT organization is in the midst of a digital transformation that allows our employees to use world-class technology to connect our products to our customers all over the world. This journey is a very exciting time for Coca-Cola and our employees are big contributors to our Success and Growth. Our large, scale and complex environment offers an incredible opportunity to address challenges, enable innovative solutions to make a difference for our customers, leveraging technology such as AWS, Salesforce, GitHub, and many more
To continue this digitalization, we are looking for a Software Engineer to join our dynamic team in Latin America to help build scalable, cutting-edge technologies for today and tomorrow. This position is part of a global network with a predominance of interaction with North America that uses deep technical skills to create and improve software applications that help the Coca-Cola Company grow and be more productive If you are up for challenges, eager to learn, and highly motivated, we’d love to speak with you!",4.0,"The Coca-Cola Company
4.0","Atlanta, GA",-1,-1,-1,-1,-1,-1
375,Data Engineer (Junior),$64K - $129K (Glassdoor est.),"Job Summary: BDSA is seeking a self-driven professional to join our team as a junior data engineer. The ideal candidate will be hands-on, have a good understanding of data engineering technology and tools and be capable of functioning as an individual contributor. This is an ideal position for an up-and-coming data professional looking to apply their intellect, skills, and passion to hard problems.
Day-to-day activities include implementing new solutions designed by senior staff, troubleshooting problems in existing workflows, and brainstorming ways to solve new challenges. If you enjoy working with disparate data types from a wide variety of sources (i.e., lots of data wrangling) this is the challenge you're looking for. If you're hoping to settle in for a nice easy (boring) ride than look elsewhere.
The Data Engineering team is high intensity, deadline driven, and constantly working to overcome unexpected obstacles as the company integrates data from thousands of partner organizations. Expect to learn new skills weekly and leverage the latest technologies from Microsoft (ADF) and Snowflake, as well as numerous other data tools such as Python, R Studio, Power BI, and the old standby, MS Excel.",1.4,"BDSA
1.4","Louisville, CO",-1,-1,-1,-1,-1,-1
376,Data Engineer,$64K - $129K (Glassdoor est.),"Identifying installation solutions for new databases
Determining the requirements for a new database
Publishing and/or presenting design reports
Identifying areas for improvement in current systems
Coordinating with other team members to reach project milestones and deadlines
Auditing database regularly to maintain quality
Creating systems to keep data secure
Experience with NoSQL databases such as CosmosDB, Postgres NoSQL, and Cassandra a big plus
Working knowledge of Python and Kafka a plus.",1.7,"Orion Inc.
1.7","Berkeley Heights, NJ",-1,-1,-1,-1,-1,-1
377,"Data Engineer, Product Analytics",$64K - $129K (Glassdoor est.),"About Carvana
If you like disrupting the norm and are looking for a company revolutionizing an industry then you will LOVE what Carvana has done for the car buying experience. Buying a car the old fashioned way sucks and we are working hard to make it NOT suck. At Carvana, our customers can hop online to...
Search and browse our inventory of over 20,000 vehicles that we own and certify.
Narrow down search results using highly intelligent filtering tools/components.
View vehicle details, Carfax reports, and 360 rotating studio images for every vehicle.
Secure financing in minutes using Carvana's in-house service or their own bank.
Interact with GUI components to easily customize loan length, down payment, and monthly payment.",3.4,"Carvana
3.4","Phoenix, AZ",-1,-1,-1,-1,-1,-1
378,Junior Data Engineer,$64K - $129K (Glassdoor est.),"Wheelhouse DMG develops and executes digital strategies that deliver exceptional business performance. Our work and our clients are varied but everything we do and every client we work with is focused on the same thing – creating business value. We do this by working in close partnership with our clients to gain a deep understanding of their businesses and then use data science, our team's deep expertise and our own technology to surface and deliver on the most valuable opportunities for our clients – whatever they may be.
We're known for an unusual combination of marketing savvy and technical expertise that produces compelling ROI for our clients. But we're equally known for a few things we also consider sacrosanct – and perhaps even more foundational to our success:
The transparency and helpful spirit with which we do our work
The way in which we quickly become full partners in client marketing initiatives
The care and thoughtfulness that we show our clients",4.8,"Wheelhouse DMG
4.8","Seattle, WA",-1,-1,-1,-1,-1,-1
379,Data Scientist,$64K - $129K (Glassdoor est.),"At PayPal (NASDAQ: PYPL), we believe that every person has the right to participate fully in the global economy. Our mission is to democratize financial services to ensure that everyone, regardless of background or economic standing, has access to affordable, convenient, and secure products and services to take control of their financial lives.
Job Description Summary: The merchant products analytics team is looking for a tenured (at least 2 years of analytics experience) analytics professional. The selected candidate for this role would be expected to have the following skills: o Extremely strong SQL skills with a lot of attention to granular data and ability to create visuals that can convey insights o Ability to perform deep dive analyses on key business trends from different perspectives and package the insights into easily consumable presentations and documents o Ability to interact with multiple teams to derive best practices to set up reporting and analysis frameworks for a new product o Ability to front end and interact with stakeholders o Ability to cross pollinate ideas and leverage best practices o Post-graduation would be a plus",4.1,"PayPal
4.1","San Jose, CA",-1,-1,-1,-1,-1,-1
380,Data Engineer - Data Analytics,$64K - $129K (Glassdoor est.),"This is an environment unlike anything in the high-tech world and the secret of Costco’s success is its culture. The value Costco puts on its employees is well documented in articles from a variety of publishers including Bloomberg and Forbes. Our employees and our members come FIRST. Costco is well known for its generosity and community service and has won many awards for its philanthropy. The company joins with its employees to take an active role in volunteering by sponsoring many opportunities to help others. In 2018, Costco contributed over $39 million to organizations such as United Way and Children's Miracle Network Hospitals.
Costco IT is responsible for the technical future of Costco Wholesale, the second largest retailer in the world with wholesale operations in twelve countries. Despite our size and explosive international expansion, we continue to provide a family, employee centric atmosphere in which our employees thrive and succeed. As proof, Costco consistently ranks in the top five of Forbes “America’s Best Employers”.
The Data Engineer - Data Analytics is responsible for the end to end data pipelines to power analytics and data services. At Costco, we are on a mission to significantly leverage data to provide better products and services for our members. This role is focused on data engineering to build and deliver automated data pipelines from a plethora of internal and external data sources. The Data Engineer will partner with product owners, engineering, and data platform teams to design, build, test and automate data pipelines that are relied upon across the company as the single source of truth.",4.1,"Costco Wholesale
4.1","Dallas, TX",-1,-1,-1,-1,-1,-1
381,BI Engineer,$64K - $129K (Glassdoor est.),"About LeafLink
LeafLink is the largest unified B2B cannabis platform, providing licensed cannabis businesses a suite of tools to manage their business more effectively, sell or order from their favorite brands and accelerate growth. We are one platform, one solution and we're defining the way thousands of cannabis brands, distributors and retailers streamline their operations. With thousands of brands and retailers across 30+ markets in North America, we are setting the industry standard for how cannabis businesses grow together. LeafLink processes more than $4.4 billion in wholesale cannabis orders annually.
Our team, backed by funding from leading VC's, including Founders Fund, Thrive Capital, Nosara Capital, and Lerer Hippeau is poised to define the cannabis supply chain through technology. LeafLink was named one of Inc. 5000's 'Top 5000 Fastest-Growing Private Companies', one of Built In NYC's 'Best Places to Work in 2021', as well as one of Fast Company's 'Top 10 Most Innovative Companies in Enterprise for 2020', joining the ranks of Amazon, Slack, and VMWare - and we're just getting started!",3.9,"LeafLink
3.9","New York, NY",-1,-1,-1,-1,-1,-1
382,DATA ENGINEER I,$64K - $129K (Glassdoor est.),"Job Summary:
Contributes to a research agenda set by a lead researcher by creating automated processes for preparing and analyzing data at scale.
Job Responsibilities
Prepares data sets for current and future analysis including cleaning/quality assurance, transformations, restructuring, and integration of multiple data sources and may use technologies that support data at scale;
GIS duties: develop and produce an annual set of spatial maps (ArcMap preferred);
Respond to custom requests for tabular and spatial data, as needed;
Implements data analysis steps in collaboration with data scientists, statisticians, and/or other researchers and may use technologies that support data at scale;
Organizes both data preparation and analysis steps into reproducible data flows that can process similar data sets automatically;

Other Special Needs:",4.7,"University of Wisconsin–Madison
4.7","Madison, WI",-1,-1,-1,-1,-1,-1
383,Data Engineer,$64K - $129K (Glassdoor est.),"About Us
Launched in 2011, Twitch is a global community that comes together each day to create multiplayer entertainment: unique, live, unpredictable experiences created by the interactions of millions. We bring the joy of co-op to everything, from casual gaming to world-class esports to anime marathons, music, and art streams. Twitch also hosts TwitchCon, where we bring everyone together to celebrate, learn, and grow their personal interests and passions. We're always live at Twitch. Stay up to date on all things Twitch on LinkedIn, Twitter and on our Blog.
About the Role
You will shape the way that performance is measured, establish how we transform our data, and scale analytics methods and tools to support our growing business, leading the way for high-quality, high velocity decisions.",4.0,"Twitch
4.0","San Francisco, CA",-1,-1,-1,-1,-1,-1
384,BHJOB15656_17330 - Data Engineer,$64K - $129K (Glassdoor est.),"The recruitment team at Myticas Consulting is looking for a Data Engineer and analytics team to o work with some of the emerging technologies in the data engineering and in the cloud. This is an opportunity to build high performance scalable data pipelines while adopting industry best practices on data management, quality, and automation. In this role you will represent the data organization and will be working with key stakeholders across the organization on strategic business initiatives. We need someone adept with SQL, Python and AWS.
Qualifications:
5+ years of experience working with enterprise data platforms, building and managing data lakes, and using big data technologies
3+ years of experience working within the AWS platform. Experience solutioning on AWS infrastructure using services like AWS IAM, S3, Lambda, Lake formation, and Redshift
2+ years of experience with using Python for data engineering and developing high performance, and scalable data pipelines",3.7,"Myticas Consulting
3.7","Chicago, IL",-1,-1,-1,-1,-1,-1
385,Data Engineer,$64K - $129K (Glassdoor est.),"Job Description
General Description
The Data Collaborative for Justice (DCJ):
The Data Collaborative for Justice is a research organization launched at John Jay College of Criminal Justice in 2013. The DCJ has partnered with state and local agencies in New York to publish reports on various criminal justice topics, and expanded portfolio of analyses, evaluation, and partnerships around the nation. The DCJ also provides technical assistance to the Mayor’s Office of Criminal Justice of New York City to process administrative data for criminal justice research, including data analysis, data engineering and data product development. This position is for the technical assistance project.
The DCJ operates under the Research Foundation City University of New York (RF).",4.0,"Research Foundation of The City University of New York
4.0","New York, NY",-1,-1,-1,-1,-1,-1
386,Big Data Engineer,$64K - $129K (Glassdoor est.),"Informatica Developer
Good solid knowledge across multiple Informatica tools including Informatica Powercenter, PowerExchange,CDC, B2B/MFT, Data Quality, MDM, Data Engineering and Cloud Integration
Experience with product installation, configuration and license management
Solid administration experience with Informatica domains, nodes, service mangers and repository services with the ability to manage product and services across multiple Linux platforms
Monitor domain services and troubleshooting
Strong Linux knowledge with solid shell scripting skills
Job Types: Full-time, Part-time, Contract",4.2,"Purple Drive Technologies
4.2","Cary, NC",-1,-1,-1,-1,-1,-1
387,Software Engineer I,$64K - $129K (Glassdoor est.),"Abbott is a global healthcare leader that helps people live more fully at all stages of life. Our portfolio of life-changing technologies spans the spectrum of healthcare, with leading businesses and products in diagnostics, medical devices, nutritionals and branded generic medicines. Our 113,000 colleagues serve people in more than 160 countries.
A healthy heart is essential to good health. That's why we're committed to advancing treatments for people with cardiovascular disease. As a global leader in Cardiac Rhythm Technologies, our breakthrough medical technologies help restore people's health so they can get back to living their best lives, faster. We focus on innovative technologies that can improve the way doctors treat people with heart arrhythmias, or irregular heartbeats.
Our location in Sunnyvale, CA or Sylmar, CA, currently has an opportunity for a Software Engineer I.
Contribute to the design and development of software across Android and iOS mobile applications under a disciplined product development process that meets Abbott quality and appropriate regulatory agency requirements.",3.9,"Abbott Laboratories
3.9","Sunnyvale, CA",-1,-1,-1,-1,-1,-1
388,Data Engineer I.,$64K - $129K (Glassdoor est.),"The Data Engineer I is responsible for the installation, testing, maintenance, and development of scalable data-management systems. The Data Engineer I is responsible for the execution and monitoring of Extract, Transform, Load (ETL) operations. Additional responsibilities of the position include conducting data analysis, data integrity, and quality assurance testing; creating reports and dashboards for data consumption by the user community; assisting the Data Architect Team with evaluating data-management technologies, and performs other related tasks as assigned. Required Knowledge, Skills, and Abilities
Excellent oral and written communication skills.
Excellent analytical and problem solving skills.
Ability to effectively identify and troubleshoot issues, as well as provide viable solutions and/or recommendations.
Highly proficient data analysis and data management skills.
Required Education and/or Experience


Preferred Qualifications",4.1,"Tulane University
4.1","New Orleans, LA",-1,-1,-1,-1,-1,-1
