,Job Title,Salary Estimate,Job Description,Rating,Company Name,Location,Size,Founded,Type of ownership,Industry,Sector,Revenue
79,Data Analyst,$63K - $114K (Employer est.),"!!! Temporary 12+ months contract
Acara solutions is looking for a Data Analyst for our client located in San Diego, CA
Pay and Benefits: The salary for this position is between $55.00 and $60.00 per hour (Max Pay rate).
Required Skills / Qualifications:
Bachelor's Degree BS in Industrial Engineering or Computer Science or Computer Engineering or Engineering Physics or Physics or Applied Physics
Minimum of 3 years' experience in Visual Basic or VBA.
Minimum of 3 years' experience in Python.
Minimum of 3 years' experience in HTML",3.8,"Acara Solutions
3.8","San Diego, CA",10000+ Employees,1957,Company - Private,HR Consulting,Human Resources & Staffing,Unknown / Non-Applicable
80,Data Analyst - Junior,$63K - $114K (Employer est.),"Tuba Group is a small federal contracting business and a CMMI® Level 3 Rated, ISO9001:2015 certified organization. with a primary focus in accounting, financial, systems, technical, engineering, administrative, management, and subject matter expertise services accounting and auditing service. Our mission is to provide value-added solutions that contribute to the success of government agencies, small businesses and independent professionals by leveraging the skill and talent our most valuable resources - our people.
POSITION OBJECTIVE
Conceptualizes, models, and guides the logical relationship of data and database designs, changes, and applications to accommodate a variety of user needs. Defines informational needs and elements, data relationships and attributes, proposed manipulation, data flow and storage requirements, data output and reporting capabilities.
PRIMARY RESPONSIBILTIES AND DUTIES",3.7,"Tuba Group, Inc.
3.7","Falls Church, VA",1 to 50 Employees,Contract,National Agencies,Government & Public Administration,$1 to $5 million (USD),-1
81,Data Analyst,$63K - $114K (Employer est.),"Spokeo is a people search engine that both enlightens and empowers our customers. With over 14 billion records and 18 million visitors per month, we reconnect friends, reunite families, prevent fraud, and more.

You will be responsible for working across finance, product, and marketing functions to translate business needs into data-centric solutions. We collect data from a wide variety of public sources and need someone with a curious mindset who is ready to dive deep to define business rules, identify connections and organize our growing data catalog.

Responsibilities:
Learn and apply your knowledge in quantitative analysis, qualitative assessment, mining data to uncover meaningful insights and recommendations to guide and improve marketing advertising performance, acquisition growth, and audience targeting efforts.






This is a remote position.",4.2,"Spokeo
4.2","Pasadena, CA",201 to 500 Employees,2006,Company - Private,Internet & Web Services,Information Technology,Unknown / Non-Applicable
82,Data Analyst,$63K - $114K (Employer est.),"RPX Corporation is the leading provider of a comprehensive suite of solutions to help companies manage the risks and costs that arise at any stage of their IP program. To learn more about RPX services, please visit us at www.rpxcorp.com.
By combining world-class transaction expertise with proprietary data and advanced analytics RPX obtains patent rights that avoid or resolve patent-related disputes shared among our diverse global membership, and provides unique insights that inform our members’ strategic and tactical executive decisions.
What you can expect as a Data Analyst:
As a Data Analyst, you will be solving intriguing problems to help global technology companies, as well as the opportunity to interact with industry leading professionals. You will analyze and visualize data, uncovering legal and business trends in response to questions from RPX clients, internal groups, the press, and academics. The focus of this role is synthesizing data, extracting high level insights, and building persuasive reports and presentations. Additionally, you will:",3.6,"RPX
3.6","San Francisco, CA",51 to 200 Employees,2008,Company - Public,Legal,Legal,$100 to $500 million (USD)
83,Data Analyst - D4327,$63K - $114K (Employer est.),"SOFT's client, located in Springfield, NJ, needs a data analyst for a long term contract assignment. After initial training on site this will be a hybrid position. Good Excel skills along with SAP and Tableau/PowerBI are required for this position.
The selected candidate will provide data mining, analysis and reporting for field collection activities and results within Tableau, PowerBI and SAP.
Additionally, candidate will generate and maintain related reports, fulfill data requests, and assess and implement optimization initiatives to drive efficiency in operational performance.
Contractor will be reviewing accounts receivable, account types and compile daily, weekly and monthly performance reports working in SAP, Access, Tableau, PowerBI, and ACES/CAD.
This position involves heavy data mining, reporting and providing recommendations, updating scorecards and performance. Maintaining spreadsheets.",4.0,"SOFT Inc
4.0","Springfield, NJ",1 to 50 Employees,1981,Company - Private,Computer Hardware Development,Information Technology,$5 to $10 million (USD)
84,Data & Telecommunications Analyst,$63K - $114K (Employer est.),"Data & Telecommunications Analyst
Job Summary
Responsible for overseeing technical expertise to ensure that voice communications are sufficient, appropriate, functioning and performing at optimum and cost-effective levels. Determines causes of systems malfunctions and directs or performs corrective actions. May solve highly technical complex problems and be called on to consult for other projects. Viewed as a Subject Matter Expert within the organization. Acts as a technical specialist within own area. Integrates knowledge of business and functional priorities. Acts as a key contributor in a complex and crucial environment. May lead teams or projects and shares expertise.
***Great Benefits, pay based upon experience.
Data & Telecommunications Analyst Core Responsibilities
Participates in the design and maintenance of telecommunications networks; resolves complex network operating problems.
Diagnoses and resolves complex network operating problems with technical assistance from vendors, common carriers and technical IT management.






















#ComProfNED",3.9,"Comcast
3.9","Chelmsford, MA",10000+ Employees,1963,Company - Public,Telecommunications Services,Telecommunications,$10+ billion (USD)
85,Data Analyst-Wage,$63K - $114K (Employer est.),"This position is wage/hourly working up to 29 hours weekly or 1500 hours annually. There are no state benefits offered with this position.

The Department of Behavioral Health and Developmental Services (DBHDS) is seeking a Data Analyst to support the goals of the Office of Administrative Community Operations & Integrated Support Services to develop and maintain access to real time data for reporting from the source system, the Waiver Management System (WaMS). The position will ensure the accuracy and consistency of publicly published data; streamline processes around providing data for other offices within DBHDS; facilitate the defining of data elements needed by the various offices and sections; and produce routine reports and updates.

Minimum Qualifications
Knowledge of federal, state, agency, and other regulatory agents’ policies, regulations, plans, standards, laws, etc. Knowledge and proficiency in applying standardized algorithms to data using statistical analysis software. Knowledge and ability to communicate technical ideas clearly and translate statistical and analytical findings into business action. Extensive experience with a variety of reporting tools including Tableau, Power BI, SSRS, Power Pivot, Business Objects, Crystal Reports, Excel VBA and others. Extensive experience with Transact SQL including stored procedures and user defined functions. Proficiency in one or more statistical packages, including SPSS, SAS, SAS-JMP, or STATA. Knowledge of business, applications, and technology as applied to data management. Skill in data management, quality, analytics, reporting, training, communications, and technical documentation. Skill in consensus building, diplomacy, and teamwork.",3.6,"Virginia Dept of Behavioral Health & Developmental Sv
3.6","Richmond, VA",501 to 1000 Employees,Government,Unknown / Non-Applicable,-1,-1,-1
86,Data Analyst,$63K - $114K (Employer est.),"As a Data Analyst for Engage3, you will work with a team of accomplished data scientists and domain experts to build and deliver the next generation of transformative price management solutions.
You should be able to demonstrate the ability to build and maintain visualization tools such as Tableau and manipulate and analyze data using SQL and Python. You should also have experience of collaborating across organizational boundaries.
Responsibilities:
Building and maintaining client-facing Tableau reports
Assessing the completeness and accuracy of incoming data and standardizing the process
Implementing pricing outlier detection algorithms",4.3,"Engage3
4.3","Davis, CA",51 to 200 Employees,2008,Company - Private,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable
87,Data Analyst I,$63K - $114K (Employer est.),"Company:
We are a company on a mission to breathe life back into the buyer's journey and help people fall back in love with the brands that make them thrive.
Company culture:
At PriceSpider, we help brands from around the world make the shopping experience more human. And what is more human than shopping for our necessities and luxuries. The beauty of commerce is opening ourselves up to something new.
At PriceSpider we're always looking for the best talent, to serve the best brands on the planet, no matter where you hail from, what background you have, or how you identify, you have a home at PriceSpider. No extra legs needed...talent required.
When you choose to work at PriceSpider — just like the brands, retailers, and shoppers we serve — we all stand together as one. 350 employees working from four countries serving brands across the globe toward one inclusive goal.",4.3,"PriceSpider
4.3","Los Angeles, CA",201 to 500 Employees,Company - Private,Internet & Web Services,Information Technology,Unknown / Non-Applicable,-1
88,Data Analyst,$63K - $114K (Employer est.),"Data Analyst

Who We Are: Fresh Water Systems is a leading provider of filtration solutions, leveraging over 30 years of industry experience and expertise. We are headquartered in the upstate of South Carolina and have expanded to include another location in Utah.
Job Summary: You will be responsible for gathering competitor market data, and analyzing and creating target prices for our product lines in order to gain market share and achieve revenue goals. Your responsibilities also include assisting in the development of pricing strategies across multiple markets (B2B & B2C) as well as marketplaces (Amazon, Fresh Water Systems' website, inside sales, etc). After pricing decisions are implemented, you will need to create tracking reports to measure the impact of the decisions.
You will be using modern data analytics tools such as:",3.7,"Fresh Water Systems
3.7","Greenville, SC",51 to 200 Employees,1989,Contract,Wholesale,Retail & Wholesale,$25 to $50 million (USD)
89,"Associate, Data Analysis",$63K - $114K (Employer est.),"Description:

Job Title: Associate, Data Analysis
Level: Entry level
Position Type: Full TimeTrenton, NJ or Chicago, IL or Toronto, CA
Job Location:
Reports to: Manager, Data Analysis
TerraCycle Overview
. Requirements:",3.8,"TerraCycle
3.8","Trenton, NJ",201 to 500 Employees,2001,Company - Private,Advertising & Public Relations,Media & Communication,$25 to $50 million (USD)
90,Entry Level Data Analyst,$27 - $30 Per Hour(Employer est.),"We are seeking an Entry level Data Analyst to become an integral part of our Team. You will analyze data to understand business and Market Trends in order to increase company revenue and efficiency.
Must be willing to relocate.
Responsibilities:
Use data to understand Business patterns and trends.
Analyze internal and external data through quantitative research
Perform data cleanups and document processes
Investigate and resolve any data discrepancies in a timely manner and present findings to management
Review and update reconciliation reports",-1,TRESUME,"Arlington, VA",Unknown,Company - Public,Unknown / Non-Applicable,-1,-1,-1
91,3464 - Data Analytics Analyst,$27 - $30 Per Hour(Employer est.),"Job Description Summary
Overview of Role:
The successful candidate will under guidance, perform data analytics activities related to complex business problems and issues to provide insight to decision makers. May provide analytic support for internal project teams and for external client consulting or services engagements.

Principle Accountabilities:
Run standard queries for data extraction
May manipulate and transform data to optimize analyses
Produce data sets and reports for analysis using system reporting tools
May receive and respond to client data inquiries via remote client access

Minimum Education, Experience, & Specialized Knowledge Requirements:

Additional Requirements:",3.9,"IQVIA
3.9","Parsippany, NJ",10000+ Employees,2017,Company - Public,Biotech & Pharmaceuticals,Pharmaceutical & Biotechnology,$10+ billion (USD)
92,140: Data Analyst,$27 - $30 Per Hour(Employer est.),"Our client is the mobile app industry’s strongest data and analytics platform. They help thousands of organizations and millions of users around the world optimize their mobile experience. They’re a global company with a San Francisco HQ but they are fine with remote arrangements. And, they have a strong compensation program. Finally, this is an organization where culture really matters.

This company has asked us to help find several data analysts - folks who can scan through data sets and explain to customers and coworkers what’s really going on. So, if you’re looking to take the next step in a data career, this could be the place for you! We

Are you a data analyst looking for a new opportunity in a great organization in one of the hottest parts of tech? If so, let’s get to meet each other! Please submit your resume and fill out our questionnaire ASAP!",4.0,"Dataspace
4.0","San Francisco, CA",1 to 50 Employees,1994,Company - Private,Information Technology Support Services,Information Technology,$5 to $10 million (USD)
93,Data Quality Analyst,$27 - $30 Per Hour(Employer est.),"Experience:
4 years of relevant experience implementing data governance and/or data quality standards, practices, and support models to achieve business objectives
Solid understanding of Data Quality and Data Management concepts
Knowledge of Data Quality software and systems; preferred Informatica IDQ, Tableau (or other visualization tools)
Knowledge of large scale enterprise applications using big data open source solutions such as Hadoop, Snowflake, Spark, etc.. and how to analyze data contained within these solutions
Experience of SQL, PySpark (Python) and one or more of these DB’s - Oracle, MySQL, Teradata",-1,FlexIT Inc,"Beaverton, OR",1 to 50 Employees,Company - Private,Unknown / Non-Applicable,-1,-1,-1
94,Data Analyst,$27 - $30 Per Hour(Employer est.),"Data Analyst :
1-3 years of Working knowledge of data analysis and visualization tools, such as Microsoft PowerBI and
Tableau
Functional experience with database software, such as AWS Athena, Redshift, MySQL
Experience working on Python
Strong knowledge of and experience with reporting packages (Business Objects etc), databases (SQL etc),
programming (XML, Javascript, or ETL frameworks)
information with attention to detail and accuracy",5.0,"Triunity Software, Inc.
5.0",United States,1 to 50 Employees,2021,Company - Private,Information Technology Support Services,Information Technology,$1 to $5 million (USD)
95,Tableau Data Analyst,$27 - $30 Per Hour(Employer est.),"Federal Contractor is seeking Data Analyst - Tableau Specialist
Location: Sterling, VA - Onsite required 2 days out of the week, 3 days remote
JOB DETAILS
Job Title: Data Analyst - Tableau Specialist, Sterling, VA
Company: HNM Global Solutions
Responsibilities:
Administer Tableau Server including setting up new server, capacity planning, setup new sites, roles, permissions, security.
Perform hands-on work with complex data analysis, report and dashboard development BI tools like Tableau, etc.",-1,HNM Global Solutions,"Sterling, VA",-1,-1,-1,-1,-1,-1
96,Data & Telecommunications Analyst,$27 - $30 Per Hour(Employer est.),"Data & Telecommunications Analyst
Job Summary
Responsible for overseeing technical expertise to ensure that voice communications are sufficient, appropriate, functioning and performing at optimum and cost-effective levels. Determines causes of systems malfunctions and directs or performs corrective actions. May solve highly technical complex problems and be called on to consult for other projects. Viewed as a Subject Matter Expert within the organization. Acts as a technical specialist within own area. Integrates knowledge of business and functional priorities. Acts as a key contributor in a complex and crucial environment. May lead teams or projects and shares expertise.
***Great Benefits, pay based upon experience.
Data & Telecommunications Analyst Core Responsibilities
Participates in the design and maintenance of telecommunications networks; resolves complex network operating problems.
Diagnoses and resolves complex network operating problems with technical assistance from vendors, common carriers and technical IT management.






















#ComProfNED",3.9,"Comcast
3.9","Chelmsford, MA",10000+ Employees,1963,Company - Public,Telecommunications Services,Telecommunications,$10+ billion (USD)
97,E-Commerce Data Analyst,$27 - $30 Per Hour(Employer est.),"HANRO stands for Pure Luxury on Skin for over 135 years. In developing our own fabrics with production in Europe we earned our reputation as the destination for luxury quality Intimate Apparel, Sleep, and Loungewear for Women and Men around the world. This newly created position will support the growth of our e-commerce team for the shop.hanrousa.com, hanrocanada.com, and us.hom.com websites.
Job Description:
The Ecommerce Data Analyst is responsible for the creation of actionable business insights and reporting. They will support the day-to-day functions of the business through detailed reporting, forming intelligent and accessible insights that promote data-driven decision making.
Essential Job Duties and Responsibilities:
Help build reporting framework and data analytics to understand consumer pathways on the site and shopping behavior",-1,HANRO,"Eatontown, NJ",-1,-1,-1,-1,-1,-1
98,Data Analyst - D4327,$27 - $30 Per Hour(Employer est.),"SOFT's client, located in Springfield, NJ, needs a data analyst for a long term contract assignment. After initial training on site this will be a hybrid position. Good Excel skills along with SAP and Tableau/PowerBI are required for this position.
The selected candidate will provide data mining, analysis and reporting for field collection activities and results within Tableau, PowerBI and SAP.
Additionally, candidate will generate and maintain related reports, fulfill data requests, and assess and implement optimization initiatives to drive efficiency in operational performance.
Contractor will be reviewing accounts receivable, account types and compile daily, weekly and monthly performance reports working in SAP, Access, Tableau, PowerBI, and ACES/CAD.
This position involves heavy data mining, reporting and providing recommendations, updating scorecards and performance. Maintaining spreadsheets.",4.0,"SOFT Inc
4.0","Springfield, NJ",1 to 50 Employees,1981,Company - Private,Computer Hardware Development,Information Technology,$5 to $10 million (USD)
99,Data Analyst,$27 - $30 Per Hour(Employer est.),"eDriving is on a mission is to help drivers return home safely to their loved ones at the end of each day. We are a fast growing company that has the fire of a start-up with the traction of a company who has had over twenty years to build momentum, revenue, and operational scale.
Mentor, our patented “closed-loop” driver behavior-based safety program uses smartphone-based telematics to identify risky driving behavior (e.g., phone use, speeding) and predict future risk levels. It provides behavior-based training modules directly to the driver, as well as continual engagement for drivers and managers to guide safer behaviors and help safety become part of every day.
We have an exciting role for a Data Analyst to join our Product organization! You will work closely with Product, Engineering and Customer Success teams to produce reports that share insights and impact driver behavior.
The Data Analyst will work from home with a global team across the UK, Europe and the US. Preferred locations are New Jersey US, West Yorkshire UK, Ireland, or across Canada or Mexico in the EST timezone.",3.3,"eDriving
3.3",New Jersey,51 to 200 Employees,2014,Company - Private,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable
